filename,book_title,style_tags,mood_tags,composition_tags,scene_tags,season_tags,content_tags,emotion_tags,theme_tags,text_type_fit,age_orientation,tone_tags,book_theme_summary,book_keywords
"06-一家好认真好认真的餐厅1.jpg","一家好认真好认真的餐厅","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"07-三个和尚.jpg","三个和尚","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"08-下雪天.jpg","下雪天","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"09-下雪天的声音.jpg","下雪天的声音","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"10-不可思议的旅程.jpg","不可思议的旅程","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"100-睡觉吧，宝贝-0.jpg","睡觉吧，宝贝","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"101-睡觉吧，宝贝-1.jpg","睡觉吧，宝贝","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"102-睡觉吧，宝贝-3.jpg","睡觉吧，宝贝","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"103-红礼盒.jpg","红礼盒","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"104-绿熊和红熊.jpg","绿熊和红熊","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"105-绿色小家伙.jpg","绿色小家伙","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"106-老虎来喝下午茶.jpg","老虎来喝下午茶","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"107-腊八节.jpg","腊八节","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"108-腊月歌.jpg","腊月歌","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"109-菲菲生气了-1.jpg","菲菲生气了","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"11-乒：勇敢说出来.jpg","乒：勇敢说出来","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"110-还能挤下一个人.jpg","还能挤下一个人","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"111-鄂温克的驼鹿-3.jpg","鄂温克的驼鹿","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"112-鄂温克的驼鹿-4.jpg","鄂温克的驼鹿","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"113-阿文的小毯子.jpg","阿文的小毯子","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"114-雪人和小雪狗.jpg","雪人和小雪狗","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"115-雪地下面的朋友们-1.jpg","雪地下面的朋友们","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"116-雪地下面的朋友们.jpg","雪地下面的朋友们","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"117-雪花人.png","雪花人","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"118-飞吧，飞过最高的山-3.jpg","飞吧，飞过最高的山","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"119-驴子图书馆.jpg","驴子图书馆","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"12-书，是什么东西？.jpg","书，是什么东西？","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"13-亲一亲，晚安.jpg","亲一亲，晚安","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"14-你好！空间站.jpg","你好！空间站","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"15-停电以后.jpg","停电以后","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"16-先左脚，再右脚.jpg","先左脚，再右脚","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"17-兔子滑雪.jpg","兔子滑雪","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"18-兔子滑雪1.jpg","兔子滑雪","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"19-冬日花园-1.jpg","冬日花园","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"20-冬日花园.jpg","冬日花园","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"21-冬至·饺子宴-1.jpg","冬至·饺子宴","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"22-冬至·饺子宴.jpg","冬至·饺子宴","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"23-冬至·饺子宴5.jpg","冬至·饺子宴","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"24-冬至·饺子宴9.jpg","冬至·饺子宴","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"25-凌晨4点，他们在做什么？-1.jpg","4点，他们在做什么？","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"26-凌晨4点，他们在做什么？.jpg","4点，他们在做什么？","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"27-勇气-1.jpg","勇气","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"28-勇气帽.jpg","勇气帽","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"29-千里江山图.jpg","千里江山图","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"30-和爸爸一起散步.jpg","和爸爸一起散步","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"31-啊 我生气了!-1.jpg","啊 我生气了!","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"32-啊 我生气了!-2.jpg","啊 我生气了!","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"33-啊 我生气了!.jpg","啊 我生气了!","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"34-团圆.jpg","团圆","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"35-大大的城市，小小的你-2.jpg","大大的城市，小小的你","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"36-大大的城市，小小的你.jpg","大大的城市，小小的你","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"37-大暴雪2.jpg","大暴雪","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"38-大脚丫跳芭蕾.jpg","大脚丫跳芭蕾","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"39-大问题.png","大问题","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"40-大雪天-1.jpg","大雪天","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"41-大雪有多大-1.jpg","大雪有多大","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"42-太空一日.jpg","太空一日","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"43-太阳和阴凉儿.jpg","太阳和阴凉儿","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"44-奇妙的颜色.jpg","奇妙的颜色","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"45-好想要那样一双鞋.jpg","好想要那样一双鞋","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"46-妈妈的红沙发.png","妈妈的红沙发","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"47-妈妈，我好难过怎么办？.jpg","妈妈，我好难过怎么办？","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"48-威利和一朵云.jpg","威利和一朵云","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"49-安的种子.jpg","安的种子","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"50-安静.jpg","安静","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"51-小狐狸的百宝箱.jpg","小狐狸的百宝箱","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"52-小猴子坦坦的背带裤.jpg","小猴子坦坦的背带裤","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"53-小雪的大被子.jpg","小雪的大被子","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"54-小马过河.jpg","小马过河","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"55-小鸭子学游水-1.jpg","小鸭子学游水","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"56-年的由来.jpg","年的由来","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"57-彗星的礼物.jpg","彗星的礼物","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"58-彗星的礼物1.jpg","彗星的礼物","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"59-很爱很爱你-1.jpg","很爱很爱你","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"60-很爱很爱你.jpg","很爱很爱你","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"61-我不想当小孩.jpg","我不想当小孩","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"62-我不想离开你.jpg","我不想离开你","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"63-我变成一只喷火龙了!.jpg","我变成一只喷火龙了!","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"64-我想要一只狗.jpg","我想要一只狗","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"65-我的企鹅爸爸.jpg","我的企鹅爸爸","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"66-我遇见了一只小灰狼5.jpg","我遇见了一只小灰狼","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"67-战争来的那一天.jpg","战争来的那一天","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"68-手套.jpg","手套","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"69-打灯笼.jpg","打灯笼","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"70-把妈妈的话装进耳朵里.jpg","把妈妈的话装进耳朵里","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"71-早餐-你喜欢吃什么.jpg","早餐-你喜欢吃什么","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"72-春天来了.jpg","春天来了","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"73-有个性的羊-1.jpg","有个性的羊","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"74-有鸽子的夏天.jpg","有鸽子的夏天","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"75-李先生家的花饽饽-1.jpg","李先生家的花饽饽","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"76-李先生家的花饽饽.jpg","李先生家的花饽饽","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"77-李白求师-1.jpg","李白求师","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"78-李白求师.jpg","李白求师","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"79-梦是什么？.jpg","梦是什么？","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"80-棉被山隧道.jpg","棉被山隧道","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"81-楼上的外婆和楼下的外婆.jpg","楼上的外婆和楼下的外婆","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"82-母鸡的旅行.jpg","母鸡的旅行","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"83-没事，你掉下来我会接住你 (2).jpg","没事，你掉下来我会接住你","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"84-没事，你掉下来我会接住你 (3).jpg","没事，你掉下来我会接住你","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"85-没事，你掉下来我会接住你5.jpg","没事，你掉下来我会接住你","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"86-流星划过天空的夜晚.jpg","流星划过天空的夜晚","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"87-消气的飞船.jpg","消气的飞船","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"88-清明节的故事.jpg","清明节的故事","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"89-灯塔守护者-2.jpg","灯塔守护者","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"90-灯塔守护者.jpg","灯塔守护者","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"91-爸爸的白头发.jpg","爸爸的白头发","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"92-爸爸的茶园在山顶.jpg","爸爸的茶园在山顶","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"93-猫头鹰先生的图书馆.jpg","猫头鹰先生的图书馆","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"94-猫头鹰骑士.jpg","猫头鹰骑士","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"95-猴子捞月-3.jpg","猴子捞月","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"96-玛修的梦.jpg","玛修的梦","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"97-玛德琳游伦敦.jpg","玛德琳游伦敦","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"98-生气的亚瑟.jpg","生气的亚瑟","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
"99-白雪公主和七个小矮人.jpg","白雪公主和七个小矮人","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待标注","待补充","待补充"
